City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
193,neiafu,-18.65,-173.9833,25.379999999999995,61,40,6.69,TO,1696299778
194,windhoek,-22.5594,17.0832,23.110000000000014,17,5,1.54,NA,1696299778
195,bantogon,6.5333,124.0333,28.220000000000027,68,10,2.51,PH,1696299778
196,ola,59.5833,151.2833,12.860000000000014,59,82,4.65,RU,1696299778
197,yuzhno-kurilsk,44.0306,145.8556,14.650000000000034,74,66,9.66,RU,1696299779
198,saint-joseph,-21.3667,55.6167,20.210000000000036,83,7,0.79,RE,1696299779
199,oriximina,-1.7656,-55.8661,28.450000000000045,59,38,3.08,BR,1696299524
200,biograd na moru,43.9433,15.4519,17.090000000000032,65,25,1.23,HR,1696299779
201,walvis bay,-22.9575,14.5053,12.830000000000041,100,6,1.03,NA,1696299779
202,broken hill,-31.95,141.4333,26.110000000000014,34,93,12.29,AU,1696299738
203,yeniseysk,58.4497,92.1703,3.8600000000000136,58,100,4.47,RU,1696299779
204,reus,41.1561,1.1069,19.79000000000002,86,53,0.89,ES,1696299779
205,ad dindar,13.2,34.1667,26.700000000000045,67,8,2.92,SD,1696299779
206,airway heights,47.6446,-117.5933,16.140000000000043,47,100,4.12,US,1696299779
207,al ghayzah,16.2079,52.176,24.870000000000005,82,1,1.57,YE,1696299780
208,sitka,57.0531,-135.33,11.939999999999998,87,100,4.63,US,1696299674
209,preobrazheniye,42.9019,133.9064,15.800000000000011,52,6,2.24,RU,1696299780
210,kharp,66.8014,65.8081,1.6800000000000068,80,32,5.9,RU,1696299780
211,brookings,44.3114,-96.7984,25.189999999999998,50,0,5.66,US,1696299780
212,east london,-33.0153,27.9116,19.82000000000005,48,0,3.27,ZA,1696299780
213,kigoma,-4.8769,29.6267,25.980000000000018,44,58,3.47,TZ,1696299780
214,el granada,37.5027,-122.4694,20.58000000000004,74,40,7.72,US,1696299780
215,port lincoln,-34.7333,135.8667,15.270000000000039,56,73,8.83,AU,1696299630
216,pisco,-13.7,-76.2167,18.340000000000032,88,0,7.72,PE,1696299780
217,kapa'a,22.0752,-159.319,28.99000000000001,78,40,4.63,US,1696299612
218,hailey,43.5196,-114.3153,10.490000000000009,79,100,1.54,US,1696299781
219,benghazi,32.1167,20.0667,23.400000000000034,64,0,4.58,LY,1696299736
220,fale old settlement,-9.3852,-171.2468,28.58000000000004,74,100,5.74,TK,1696299781
221,rio de janeiro,-22.9028,-43.2075,20.0,94,100,1.54,BR,1696299580
222,san patricio,28.017,-97.5169,29.350000000000023,82,2,6.24,US,1696299781
223,utrik,11.2278,169.8474,28.760000000000048,78,27,6.3,MH,1696299781
224,chibougamau,49.9168,-74.3659,16.79000000000002,94,100,5.66,CA,1696299781
225,ma'rib,15.4591,45.3253,21.75,19,0,2.48,YE,1696299781
226,hasaki,35.7333,140.8333,24.220000000000027,51,65,4.46,JP,1696299756
227,las palmas,28.4204,-14.0131,22.439999999999998,88,75,4.63,ES,1696299781
228,rikaze,29.25,88.8833,13.350000000000023,46,36,0.92,CN,1696299782
229,warrnambool,-38.3833,142.4833,14.78000000000003,69,100,6.61,AU,1696299782
230,dudinka,69.4058,86.1778,1.4600000000000364,96,100,10.28,RU,1696299782
231,iskateley,67.6803,53.1512,3.900000000000034,78,62,9.39,RU,1696299782
232,burley,42.5357,-113.7928,10.720000000000027,79,20,4.12,US,1696299782
233,shuangjiang,26.1547,109.7138,27.110000000000014,75,68,0.63,CN,1696299782
234,banket,-17.3833,30.4,14.29000000000002,83,0,2.4,ZW,1696299782
235,keflavik,64.0049,-22.5624,6.240000000000009,81,75,5.66,IS,1696299783
236,st. john's,47.5649,-52.7093,9.379999999999995,96,0,3.09,CA,1696299532
237,cockburn town,21.4612,-71.1419,28.620000000000005,76,49,6.19,TC,1696299783
238,alice springs,-23.7,133.8833,34.75,14,40,7.72,AU,1696299725
239,singaraja,-8.112,115.0882,29.75,61,74,1.01,ID,1696299783
240,port moresby,-9.4431,147.1797,26.370000000000005,80,96,3.77,PG,1696299783
241,saguenay,48.4168,-71.0657,16.460000000000036,84,100,4.12,CA,1696299486
242,kuta,-8.7233,115.1723,29.970000000000027,74,40,3.09,ID,1696299708
243,tshela,-4.9833,12.9333,23.060000000000002,91,76,0.63,CD,1696299784
244,kununurra,-15.7667,128.7333,35.99000000000001,41,40,4.63,AU,1696299784
245,sinabang,2.4803,96.3801,27.370000000000005,75,96,5.03,ID,1696299784
246,marion,39.7684,-86.1555,23.100000000000023,70,0,2.06,US,1696299505
247,karystos,38.0133,24.4161,21.900000000000034,51,1,6.26,GR,1696299784
248,lib,8.3122,167.3766,28.939999999999998,74,60,5.04,MH,1696299784
249,challakere,14.3167,76.65,22.430000000000007,82,100,5.63,IN,1696299784
250,longyearbyen,78.2186,15.6401,-3.089999999999975,74,75,6.17,SJ,1696299784
251,middelfart,55.5059,9.7305,16.260000000000048,99,100,1.58,DK,1696299785
252,pacific grove,36.6177,-121.9166,16.350000000000023,85,0,2.24,US,1696299785
253,mabaruma,8.2,-59.7833,26.200000000000045,86,100,1.53,GY,1696299785
254,cocachacra,-17.0883,-71.7575,17.340000000000032,88,51,1.83,PE,1696299785
255,lamar,33.6668,-95.5836,23.689999999999998,60,0,2.57,US,1696299785
256,sanctuary point,-35.1114,150.629,34.99000000000001,33,73,4.5,AU,1696299785
257,talara,-4.5772,-81.2719,22.420000000000016,83,0,7.46,PE,1696299785
258,ancud,-41.8697,-73.8203,6.420000000000016,73,95,0.52,CL,1696299785
259,umluj,25.0213,37.2685,28.310000000000002,74,40,4.0,SA,1696299786
260,invercargill,-46.4,168.35,15.57000000000005,46,5,3.13,NZ,1696299786
261,parfino,57.9731,31.6481,8.660000000000025,89,100,3.27,RU,1696299786
262,fort bragg,35.139,-79.006,20.75,83,0,1.54,US,1696299786
263,wewak,-3.5534,143.6268,25.950000000000045,89,100,4.26,PG,1696299786
264,pana,39.3889,-89.0801,21.660000000000025,65,5,2.86,US,1696299786
265,puerto madryn,-42.7692,-65.0385,10.020000000000039,68,15,2.96,AR,1696299509
266,palangkaraya,-2.2,113.8333,33.39000000000004,44,87,1.15,ID,1696299786
267,chonchi,-42.6128,-73.8092,6.560000000000002,95,80,0.61,CL,1696299786
268,ust-nera,64.5667,143.2,1.7900000000000205,68,30,1.34,RU,1696299787
269,bako,5.7833,36.5667,18.74000000000001,79,100,2.06,ET,1696299787
270,fonte boa,-2.4959,-66.2662,27.260000000000048,60,94,0.49,BR,1696299787
271,zabid,14.1951,43.3152,30.350000000000023,64,0,1.09,YE,1696299787
272,thunder bay,48.4001,-89.3168,18.99000000000001,88,75,1.54,CA,1696299635
273,kargopol',61.5071,38.9456,3.920000000000016,88,54,0.45,RU,1696299787
274,katsuura,35.1333,140.3,24.49000000000001,54,62,4.41,JP,1696299787
275,severo-yeniseyskiy,60.3725,93.0408,0.32000000000005,98,100,2.68,RU,1696299681
276,deming,32.2687,-107.7586,24.939999999999998,36,40,4.12,US,1696299616
277,tete,-16.1564,33.5867,22.27000000000004,68,100,4.65,MZ,1696299788
278,turtas,58.9417,69.1325,10.390000000000043,84,100,3.45,RU,1696299788
279,ocean city,39.2776,-74.5746,18.879999999999995,85,18,0.89,US,1696299788
280,dakhla,23.6848,-15.958,21.950000000000045,76,5,6.93,EH,1696299788
281,arteaga,18.4667,-102.4167,19.430000000000007,99,100,1.67,MX,1696299788
282,aasiaat,68.7098,-52.8699,-8.810000000000002,80,3,4.24,GL,1696299788
283,gua musang,4.8823,101.9644,28.07000000000005,79,81,0.43,MY,1696299788
284,pangai,-19.8,-174.35,24.060000000000002,64,75,8.75,TO,1696299789
285,badagara,11.6,75.5833,25.0,87,50,1.14,IN,1696299789
286,usogorsk,63.4106,48.6872,3.7000000000000455,90,100,1.34,RU,1696299789
287,yorkville,41.6411,-88.4473,23.07000000000005,77,63,0.45,US,1696299789
288,praia,14.9215,-23.5087,25.30000000000001,88,20,3.09,CV,1696299789
289,coquimbo,-29.9533,-71.3436,13.850000000000023,82,100,2.06,CL,1696299789
290,port isabel,26.0734,-97.2086,30.02000000000004,79,20,4.12,US,1696299483
291,codrington,-38.2667,141.9667,15.010000000000048,66,97,7.68,AU,1696299749
292,pontianak,-0.0333,109.3333,28.99000000000001,65,20,2.06,ID,1696299789
293,urucara,-2.5364,-57.76,28.110000000000014,45,31,1.68,BR,1696299790
294,fuerte olimpo,-21.0415,-57.8738,33.09000000000003,34,98,2.45,PY,1696299790
295,afaahiti,-17.75,-149.2833,25.930000000000007,86,65,6.17,PF,1696299790
296,aykhal,66.0,111.5,-7.739999999999952,91,87,3.13,RU,1696299790
297,thompson,55.7435,-97.8558,6.090000000000032,93,100,1.03,CA,1696299790
298,chinde,26.8418,88.0763,20.24000000000001,79,12,1.69,NP,1696299790
299,lerma,42.0261,-3.7598,12.310000000000002,42,10,1.59,ES,1696299790
300,kuyeda,56.4311,55.5886,12.050000000000011,79,100,1.65,RU,1696299791
301,redencao,-4.2258,-38.7306,23.660000000000025,93,38,0.76,BR,1696299791
302,freeport,40.6576,-73.5832,20.100000000000023,88,0,2.57,US,1696299657
303,svirsk,53.0858,103.3325,4.490000000000009,95,100,3.24,RU,1696299791
304,jining,35.405,116.5814,19.900000000000034,67,100,1.53,CN,1696299721
305,schieder-schwalenberg,51.8771,9.1954,20.25,94,100,3.16,DE,1696299791
306,vila velha,-20.3297,-40.2925,23.30000000000001,91,75,1.54,BR,1696299791
307,al majaridah,19.1236,41.9111,29.590000000000032,28,0,2.23,SA,1696299791
308,usinsk,65.9939,57.5281,1.7100000000000364,82,16,6.26,RU,1696299792
309,lincoln city,44.9582,-124.0179,15.760000000000048,97,100,6.26,US,1696299751
310,tralee,52.2704,-9.7026,11.370000000000005,88,100,4.82,IE,1696299792
311,holualoa,19.6228,-155.9522,27.53000000000003,77,40,4.12,US,1696299792
312,isangel,-19.55,169.2667,27.060000000000002,61,75,6.69,VU,1696299792
313,goyang-si,37.6564,126.835,19.900000000000034,59,0,4.63,KR,1696299792
314,nar'yan-mar,67.6713,53.087,3.9500000000000455,78,58,9.39,RU,1696299792
315,enewetak,11.3474,162.3373,28.390000000000043,79,100,4.96,MH,1696299792
316,kantagi,43.5264,68.5775,13.140000000000043,48,0,3.91,KZ,1696299792
317,ilha de mocambique,-15.0342,40.7358,24.75,84,14,6.83,MZ,1696299793
318,karyes,37.3,22.5,14.560000000000002,73,1,2.08,GR,1696299793
319,eyl,7.9803,49.8164,25.660000000000025,83,50,3.86,SO,1696299793
320,yuncheng,35.0231,110.9928,17.360000000000014,72,56,1.72,CN,1696299793
321,komsomolets,53.7453,62.0708,9.970000000000027,67,100,3.75,KZ,1696299793
322,saudarkrokur,65.7461,-19.6394,3.0600000000000023,96,100,3.06,IS,1696299793
323,egilsstadir,65.2653,-14.3948,3.9500000000000455,93,100,3.09,IS,1696299793
324,barcelos,41.5388,-8.6151,19.910000000000025,91,100,1.66,PT,1696299793
325,hashtrud,37.4779,47.0508,12.970000000000027,65,95,3.48,IR,1696299793
326,porto novo,6.4965,2.6036,25.150000000000034,92,22,2.62,BJ,1696299511
327,porto cristo,39.5395,3.333,20.730000000000018,76,0,1.55,ES,1696299794
328,belyy yar,53.6039,91.3903,0.9399999999999977,100,10,1.0,RU,1696299794
329,port pirie,-33.1833,138.0167,20.470000000000027,30,66,3.95,AU,1696299794
330,itoman,26.1247,127.6694,32.210000000000036,84,75,4.63,JP,1696299754
